1041_This_is_40_00.42.39.330-00.42.41.460.avi	a woman is holding a baby and smiling .
2012_Unbreakable_00.08.55.882-00.08.56.894.avi	a man is sitting in a bed and laughing .
1041_This_is_40_01.16.32.868-01.16.35.407.avi	a man is driving a car and a car is driving .
1054_Harry_Potter_and_the_prisoner_of_azkaban_01.27.28.400-01.27.30.965.avi	a man and a woman are sitting in a car and the man is talking .
1004_Juno_00.17.52.537-00.17.55.547.avi	a man is talking and moving his head .
2054_Harry_Potter_and_the_prisoner_of_azkaban_01.57.42.045-01.57.44.461.avi	a person is standing in front of a large background .
2054_Harry_Potter_and_the_prisoner_of_azkaban_00.17.15.094-00.17.17.374.avi	a man is sitting at a table and laughing .
2040_The_Ugly_Truth_00.28.37.970-00.28.41.314.avi	a woman is holding a microphone and smiling .
2004_Juno_00.33.37.894-00.33.39.230.avi	a man is talking to a woman and a man is talking .
1034_Super_8_00.14.42.259-00.14.44.945.avi	a man is talking to another man and a woman .
1004_Juno_00.59.54.050-01.00.03.676.avi	a man is holding a glass and singing .
1017_Bad_Santa_00.09.29.989-00.09.32.319.avi	a man is sitting in a chair and talking .
2017_Bad_Santa_00.54.39.651-00.54.42.630.avi	a man is walking and looking at a woman .
1017_Bad_Santa_01.11.16.241-01.11.22.749.avi	a man is sitting on a couch and is talking .
2041_This_is_40_01.15.32.112-01.15.34.156.avi	a man is talking to another man in a room .
1012_Unbreakable_01.05.45.498-01.05.51.164.avi	a man in a blue shirt is sitting in a car and talking .
1054_Harry_Potter_and_the_prisoner_of_azkaban_00.28.35.996-00.28.38.674.avi	a man is standing in front of a window and the window of the head is standing .
2034_Super_8_01.12.57.556-01.12.59.137.avi	a man is singing and dancing in front of a microphone .
2040_The_Ugly_Truth_01.04.59.993-01.05.10.032.avi	a man and a woman are kissing in the car .
2004_Juno_01.08.05.894-01.08.07.220.avi	a man is wearing a black hat and holding a microphone .
1017_Bad_Santa_00.14.52.448-00.14.55.758.avi	a man is standing in front of a microphone and is looking to the side .
2054_Harry_Potter_and_the_prisoner_of_azkaban_02.01.13.667-02.01.16.336.avi	a man is sitting in the rain and looking at something .
1012_Unbreakable_01.35.19.081-01.35.20.747.avi	a man is looking at a woman and smiling .
1012_Unbreakable_00.14.02.397-00.14.06.985.avi	a man is sitting at a table and talking to a woman .
1004_Juno_01.00.11.053-01.00.13.472.avi	a woman is walking and dancing in front of a mirror .
2054_Harry_Potter_and_the_prisoner_of_azkaban_00.06.44.979-00.06.46.822.avi	a man is talking to another man and a woman .
2012_Unbreakable_01.08.15.127-01.08.20.203.avi	a group of people are performing on a stage .
1012_Unbreakable_01.41.11.577-01.41.17.070.avi	a man is sitting in a car and is talking to someone .
2041_This_is_40_00.19.29.068-00.19.31.962.avi	a man and a woman are kissing in a room .
2054_Harry_Potter_and_the_prisoner_of_azkaban_00.33.36.051-00.33.46.643.avi	a man and a woman are dancing in a group of people .
2041_This_is_40_01.58.03.244-01.58.07.373.avi	a man and woman are talking and the man is talking .
1034_Super_8_01.21.53.996-01.21.59.218.avi	a car is driving a car and the car is driving .
1034_Super_8_00.32.01.737-00.32.05.404.avi	a man is talking to another man and a woman is talking .
1040_The_Ugly_Truth_01.12.58.162-01.13.00.342.avi	a man and a woman are walking down a hallway .
1034_Super_8_01.26.59.532-01.27.02.199.avi	a man is standing in front of a window and the smoke is blowing out .
2054_Harry_Potter_and_the_prisoner_of_azkaban_01.00.02.840-01.00.04.911.avi	a man is looking at a woman and smiling .
2017_Bad_Santa_00.05.06.940-00.05.09.718.avi	a man is talking to a woman and smiling .
2017_Bad_Santa_01.32.43.054-01.32.57.844.avi	a person is looking around and then looks down .
1054_Harry_Potter_and_the_prisoner_of_azkaban_00.20.55.402-00.20.57.566.avi	a man is sitting in a dark room and is looking up .
2034_Super_8_00.25.52.302-00.25.54.183.avi	a white car is driving on the road .
2004_Juno_01.10.40.570-01.10.43.060.avi	a man is sitting and talking to someone .
2034_Super_8_01.28.07.531-01.28.10.338.avi	a man and a woman are sitting in a car and the man is talking .
2054_Harry_Potter_and_the_prisoner_of_azkaban_00.01.09.598-00.01.11.328.avi	a man is looking at a woman in the rain .
2040_The_Ugly_Truth_01.24.50.914-01.24.53.658.avi	a man is holding a microphone and smiling .
2054_Harry_Potter_and_the_prisoner_of_azkaban_02.00.07.074-02.00.10.969.avi	a man is sitting in a dark room and is holding a sword .
2034_Super_8_01.07.47.795-01.07.51.373.avi	a man is talking to a woman and she is sitting on the couch .
1012_Unbreakable_00.07.45.193-00.07.48.666.avi	a man is looking at a woman and smiling .
2004_Juno_00.16.11.916-00.16.17.682.avi	a woman is sitting in a chair and talking .
1041_This_is_40_01.29.36.862-01.29.39.603.avi	a man is sitting on a couch and talking .
1041_This_is_40_00.21.38.911-00.21.43.475.avi	a man is talking to another man who is sitting on a couch .
1034_Super_8_00.48.03.308-00.48.07.857.avi	a man is looking at a woman and then looks away .
2012_Unbreakable_01.19.51.909-01.19.58.088.avi	a man is walking in front of a crowd of people .
2040_The_Ugly_Truth_00.30.04.260-00.30.06.012.avi	a man is sitting in front of a window and talking .
1054_Harry_Potter_and_the_prisoner_of_azkaban_01.56.38.585-01.56.40.428.avi	a man is looking at something in the dark .
1034_Super_8_01.24.51.096-01.24.53.661.avi	a man is sitting in a chair and smoking .
1012_Unbreakable_00.12.28.297-00.12.36.964.avi	a man is talking to a woman and a man is looking at her .
2034_Super_8_01.06.25.800-01.06.33.611.avi	a man is talking to a woman and the man is talking .
1012_Unbreakable_01.24.00.907-01.24.03.573.avi	a man is standing in front of a window and the head of his head .
2054_Harry_Potter_and_the_prisoner_of_azkaban_00.57.18.550-00.57.24.364.avi	a man and a woman are sitting in a room and the man is talking .
1004_Juno_00.17.41.400-00.17.43.230.avi	a man wearing a suit is walking down a street .
2012_Unbreakable_00.41.39.447-00.41.44.219.avi	a man is singing and playing the guitar .
2054_Harry_Potter_and_the_prisoner_of_azkaban_00.42.31.609-00.42.32.313.avi	a man is walking and looking at a woman .
2004_Juno_00.44.35.646-00.44.36.213.avi	a man in a hat is sitting on a couch and laughing .
2034_Super_8_01.32.50.060-01.32.56.259.avi	a woman is looking at a man in the rain .
1034_Super_8_00.05.24.098-00.05.26.639.avi	a man is talking to a woman and she is talking .
1054_Harry_Potter_and_the_prisoner_of_azkaban_01.02.33.369-01.02.39.497.avi	a man is walking and then two other men are standing in front of a wall .
1017_Bad_Santa_01.06.16.803-01.06.17.395.avi	a man is holding a microphone and smiling .
